created_at,imei,lat,lon,sat_no,battery,uptime,temperature,humidity,pm_1,pm_2_5,pm_10
2026-08-13T06:52:42.707779,350976650052902,52.0964009,5.1175201,7,3280,37208,23.739604949951172,42.528411865234375,2.708616256713867,2.908170223236084,2.963041067123413
2026-08-13T06:52:31.678553,350976650052902,52.096706,5.1177477,7,3291,37197,23.670175552368164,44.6402587890625,2.7931289672851562,3.003674268722534,3.066210985183716
2026-08-13T06:52:23.191822,350976650052902,52.0966488,5.118345,7,3280,37188,23.726253509521484,44.374755859375,2.662710189819336,2.868523597717285,2.9345104694366455
2026-08-13T06:52:11.355542,350976650052902,52.0966738,5.1189655,7,3280,37177,23.825054168701172,43.34782409667969,2.87717866897583,3.0964531898498535,3.1638619899749756
2026-08-13T06:52:02.407379,350976650052902,52.0967382,5.1196177,7,3280,37168,23.83840560913086,42.859527587890625,3.3541269302368164,3.6230132579803467,3.7181692123413086
